afisare_compozitie_tren,2020-04-29 22:25:48.463
afisare_bilete,2020-04-29 22:27:48.19
afisare_compozitie_tren,2020-04-29 22:27:52.243
afisare_bilete,2020-04-29 22:27:55.956
